ID	Rotatable bond count	logP	Polar surface area	acceptorcount	donorcount	Mass
51180944	6	3.92	42.01	4	0	428.96
51193178	9	3.38	24.94	4	0	380.96
5123276	4	4.05	52.82	3	2	291.350
51245734	3	3.97	37.38	2	0	331.84
51250018	7	4.58	68.46	4	0	413.90
51260395	5	4.72	57.95	3	1	440.470
51272586	5	4.26	18.95	4	0	401.502
5128006	3	3.77	72.24	3	1	321.130
5128045	4	3.32	70.50	2	2	292.338
5128642	4	3.75	38.33	2	1	255.317
5129074	2	3.13	37.91	2	1	224.263
5129076	2	3.22	71.82	3	1	239.234
5129511	1	3.11	25.78	2	0	212.27
51305872	7	4.84	6.48	2	0	376.467
5131510	2	2.42	15.27	2	1	392.058
5132257	1	3.94	25.78	2	0	256.308
5132340	4	3.47	90.06	4	1	328.372
51328550	10	4.21	35.94	4	1	416.99
5133155	3	3.02	49.74	3	0	278.311
5133207	1	2.24	37.38	2	0	223.231
5133566	6	3.11	78.62	3	1	257.30
5134242	2	2.69	50.41	1	2	251.39
51350181	6	5.62	9.72	3	0	429.531
5135211	6	4.83	38.33	2	1	365.28
5135250	4	2.54	58.20	2	2	254.289
5136251	3	3.29	30.21	1	0	230.238
5137161	3	3.90	40.18	2	2	235.290
51376404	4	3.45	55.05	4	0	306.369
5138058	5	2.36	91.14	5	0	298.27
5138073	6	3.29	98.98	5	0	294.263
51397286	3	5.03	26.79	3	0	391.559
5141013	2	3.66	69.10	4	1	287.326
5141786	8	3.89	161.68	8	2	416.269
5142274	4	2.01	43.09	1	1	215.70
5142304	1	3.99	29.02	3	0	259.37
5142919	2	2.93	60.16	2	1	291.41
5142942	2	5.82	20.23	1	1	286.80
5142944	3	4.62	29.46	2	1	268.356
5143560	6	8.04	29.27	2	0	645.30
5144140	4	5.25	49.33	3	2	281.234
5144325	3	2.16	83.12	3	3	358.46
5144439	4	4.44	55.12	2	2	280.250
5144897	5	4.05	54.27	2	2	412.49
5145814	4	5.22	45.56	3	0	377.48
5145935	3	4.36	80.95	5	1	264.67
51466565	8	4.34	58.48	5	1	417.553
5147472	2	1.09	60.16	2	1	181.21
5147704	3	4.00	41.13	1	2	280.250
5147735	3	2.63	57.69	3	0	328.412
5149535	4	2.30	69.39	3	1	227.28
51496868	8	4.69	42.32	4	1	422.548
51499925	9	5.37	48.31	4	1	427.548
51512629	9	4.41	39.60	4	1	421.60
5152134	3	4.11	46.17	2	1	380.18
5154899	2	2.75	87.63	4	2	380.22
5155153	3	2.60	69.56	3	3	284.52
5156954	2	4.63	43.09	2	1	310.58
51570832	5	2.56	77.69	5	0	397.475
51583945	8	4.65	41.49	5	0	436.62
51610209	8	4.68	28.60	4	0	421.560
5161187	4	2.99	72.24	3	1	256.261
5161769	3	3.30	57.69	3	0	407.65
5162496	1	1.17	55.56	3	1	244.294
5162729	1	3.03	46.01	3	1	222.247
5162739	4	4.05	65.22	3	0	316.316
5162860	0	4.34	29.46	2	1	258.361
51656246	5	4.36	29.27	2	0	330.42
51664335	4	3.50	39.08	3	1	323.371
51680168	4	3.68	29.54	3	0	329.484
51692435	8	3.94	32.26	4	0	388.55
51696982	6	3.47	43.78	3	1	406.570
5170045	3	3.92	30.21	1	0	291.144
51720522	8	3.23	50.16	3	1	382.552
51723690	4	3.96	48.13	2	2	367.88
5173960	2	3.96	46.17	2	1	297.37
5175097	1	-0.36	71.17	4	3	203.245
5175167	0	2.84	38.91	2	1	301.969
5175171	2	4.44	57.84	4	1	249.273
5175243	4	3.94	38.33	2	1	296.15
5175251	3	5.07	58.56	3	2	529.50
5175283	3	3.99	73.12	3	2	412.61
5175286	2	4.90	49.33	2	2	405.47
5175312	2	2.47	44.73	5	0	311.389
5175364	4	5.06	95.50	4	3	471.73
5175393	3	3.82	77.28	4	0	304.52
5175415	3	2.67	54.12	2	2	292.338
5175460	4	3.88	55.40	2	1	324.16
5175478	3	4.15	34.15	3	1	298.77
5175503	4	5.64	61.19	4	0	467.75
5175532	0	2.39	38.25	3	0	233.66
51755839	6	4.34	48.99	3	1	359.90
5175874	2	3.22	71.82	3	1	239.234
51765432	5	4.66	46.34	3	0	400.92
51771896	7	4.42	29.54	2	0	401.49
51791192	6	4.45	38.50	3	0	396.92
5180147	4	3.00	147.55	6	2	290.235
5182573	1	2.97	97.39	4	1	369.25
5185415	2	0.99	89.75	5	0	286.243
5185905	3	4.11	37.91	2	1	293.15
51875363	4	4.91	46.34	2	0	376.500
5190282	1	3.24	47.78	3	0	302.131
51903190	2	2.90	41.91	4	0	260.73
5191227	3	2.90	29.54	2	0	231.295
5192437	6	2.75	46.53	2	1	240.343
5193093	3	2.19	40.86	2	0	189.23
5193094	3	2.60	54.45	3	0	277.279
5194006	6	4.28	70.92	4	2	386.451
51941093	6	4.55	61.80	3	2	420.484
51954258	6	3.07	72.95	3	1	362.433
51955570	8	4.98	23.55	2	0	431.04
51991305	3	3.27	65.90	5	1	415.493
51992737	8	4.43	47.36	3	0	403.95
5200778	6	4.89	101.14	9	1	514.384
52013616	5	4.49	37.38	3	0	375.91
5203074	4	8.03	25.25	2	0	423.36
52073581	5	4.49	48.99	3	1	359.90
5210405	4	3.75	38.33	2	1	255.317
5211622	4	2.51	49.85	4	0	316.401
5211838	4	3.50	78.10	4	1	257.293
5211912	0	3.87	20.23	1	1	213.06
5212523	3	2.04	46.17	3	1	249.69
5213025	2	4.46	52.04	2	2	254.377
5213361	7	4.83	46.38	3	0	381.70
5213777	4	4.00	55.57	3	0	334.375
52137796	5	4.12	41.57	3	1	352.478
5214109	4	3.60	52.82	3	2	247.338
5214150	1	3.69	41.82	3	1	245.322
5214310	4	4.55	38.33	2	1	303.342
5214342	6	4.11	47.56	3	1	333.368
5215844	2	4.84	35.25	1	1	304.17
5216135	5	3.82	44.37	3	2	359.90
5217485	10	3.19	61.41	2	0	547.18
5217993	3	6.70	45.48	3	1	380.47
5219670	3	5.38	27.82	1	2	324.85
5221120	4	3.88	72.24	3	1	310.232
52214410	7	5.03	23.55	2	0	370.581
52215531	5	4.81	43.95	3	2	360.505
52217816	6	3.38	29.95	4	1	407.602
5223669	3	4.38	37.30	2	1	242.249
5228209	0	2.82	45.75	2	1	220.231
52283410	6	2.49	88.07	4	1	405.88
52301725	6	3.28	67.15	5	0	376.464
5233598	1	2.52	52.05	2	1	210.236
5235129	3	2.99	40.86	2	0	235.35
5235261	1	3.87	38.91	2	1	248.39
52357101	8	4.67	58.97	4	1	433.531
5236221	0	3.26	25.78	2	0	210.68
5236224	1	2.42	63.83	4	2	206.27
5236683	7	4.88	31.64	3	1	425.576
5236804	4	2.70	120.62	5	3	324.296
5236831	3	3.13	60.05	2	2	322.19
5236846	2	3.28	28.72	1	0	224.307
5236854	4	4.76	28.40	2	1	377.31
5236864	6	3.55	48.63	3	2	456.178
5236866	4	5.21	28.40	2	1	391.34
5236868	6	6.30	28.40	2	1	404.598
5236869	6	7.51	28.40	2	1	473.48
5237087	4	5.55	6.48	2	0	366.508
52372031	8	5.10	75.80	4	1	434.536
5237396	4	4.45	55.17	3	1	260.31
5237464	4	4.10	38.33	2	1	340.60
5238343	5	2.51	63.60	3	1	232.235
52396993	10	4.50	24.94	4	0	396.575
52410128	8	3.76	75.29	3	1	383.492
52419891	5	3.57	81.65	5	2	376.508
5244542	3	3.89	40.46	2	2	294.479
52447259	6	3.88	51.39	4	0	383.51
52453758	5	3.56	33.09	3	1	374.480
52456482	7	4.27	49.58	3	0	421.516
5246576	2	3.06	41.99	2	1	267.11
5249621	4	3.95	58.56	3	2	307.349
52497079	5	4.45	37.38	3	0	371.480
5249956	1	4.05	52.05	2	1	370.57
5250055	1	3.31	38.91	2	1	226.30
5250341	4	5.26	41.82	3	1	372.62
5250898	2	1.12	74.68	4	1	255.29
5250918	2	4.44	42.35	2	1	251.285
52512052	4	4.90	22.61	4	0	420.99
5251527	5	3.47	54.35	3	1	321.40
5253064	3	4.25	46.17	2	1	327.37
5255860	3	3.77	21.26	2	1	213.280
5256350	0	1.97	64.08	3	1	229.239
5257441	3	4.30	24.94	4	0	324.424
52575650	5	3.79	82.94	5	1	445.502
5257607	4	3.26	55.40	3	1	311.78
5257980	5	4.07	35.94	4	1	366.384
5258207	4	4.15	15.71	3	0	314.404
5258291	1	2.58	75.59	4	1	264.332
5258688	2	3.92	20.31	1	0	263.340
52594051	9	5.12	15.71	3	0	404.598
52599384	6	3.20	39.85	3	1	362.90
5260028	1	2.62	46.17	2	1	284.13
5260310	5	3.94	24.94	4	0	346.86
5261161	4	4.10	15.71	3	0	316.83
52616855	6	4.37	29.54	3	0	355.50
5261820	4	4.52	15.71	3	0	310.441
5262390	4	4.36	9.72	3	0	329.87
5262829	3	4.68	6.48	2	0	280.415
5264463	3	1.78	49.62	4	0	241.31
5264612	5	3.13	79.08	6	1	343.383
5264942	4	4.10	15.71	3	0	316.83
5265137	4	3.90	9.72	3	0	313.420
5265182	1	1.99	46.17	2	1	223.22
5265704	4	3.80	35.94	4	1	332.83
5266505	3	5.11	6.48	2	0	300.46
5266804	3	4.68	6.48	2	0	280.415
5266864	3	4.04	6.48	2	0	292.83
5267403	5	4.36	24.94	4	0	340.467
5267423	5	4.36	24.94	4	0	340.467
52677391	4	4.82	20.31	2	0	383.53
5267744	3	3.88	24.94	4	0	330.81
5268570	4	4.52	15.71	3	0	310.441
5268658	6	4.08	85.99	6	1	301.302
5268729	5	3.99	15.71	3	0	314.404
52687521	3	3.75	42.24	1	1	309.340
5269295	3	4.82	6.48	2	0	298.405
5270433	3	4.40	6.48	2	0	304.79
5271325	0	3.16	16.96	1	1	240.350
52713635	10	4.38	54.90	5	0	443.61
5273352	1	3.94	25.78	2	0	240.69
5274163	4	2.11	85.34	4	1	302.305
5275795	1	2.35	85.06	4	2	281.290
5275808	3	3.48	34.89	2	0	315.170
5277083	2	3.98	19.03	1	1	298.337
52781725	5	3.59	40.62	2	0	390.95
52815976	7	2.82	77.92	4	1	420.509
5282660	3	2.07	77.04	4	1	214.224
5283202	2	2.38	46.17	2	1	231.27
5284071	2	2.78	56.81	3	0	263.094
52845276	7	5.31	19.37	3	0	397.63
5286103	4	3.90	28.26	2	1	306.409
52900440	5	3.63	29.95	4	1	385.596
52911854	8	3.19	35.94	4	1	372.484
52922366	5	4.07	9.72	3	0	367.460
52927388	5	3.44	56.96	5	0	412.461
52929588	4	2.60	55.57	3	0	334.323
52930368	6	4.19	23.55	2	0	362.94
52955092	8	4.58	32.78	3	0	440.551
53003732	7	3.92	56.38	3	1	409.493
53006156	4	3.49	40.54	3	1	329.82
53008080	10	2.78	41.74	4	0	383.536
53011868	5	4.78	45.23	3	1	391.53
53020606	11	4.39	35.94	4	1	428.592
5303803	2	6.04	56.38	3	1	414.12
5303873	2	1.86	110.73	5	2	205.177
5306814	3	7.57	58.62	3	1	520.61
5307697	2	3.08	51.21	3	0	276.291
5308254	3	6.16	52.82	3	2	382.68
5308311	2	0.63	30.18	1	0	287.13
5308766	2	1.79	55.40	3	1	235.26
5309607	3	3.41	50.17	4	1	254.31
5309844	3	4.87	99.52	5	1	327.36
5309938	2	5.30	43.09	2	1	271.38
5310066	3	3.14	74.83	3	2	309.119
53102828	8	3.87	53.76	5	1	434.584
5311280	2	3.41	26.30	2	0	238.286
5312251	1	1.54	37.38	3	0	235.67
5313275	2	2.28	58.56	3	2	267.32
5314240	3	5.67	66.40	3	2	380.26
5314862	3	4.53	58.53	3	1	363.64
5316549	3	2.62	63.24	3	1	309.76
53170042	6	5.30	41.57	3	1	406.570
5317883	2	3.09	28.72	1	0	220.275
5318788	4	3.72	51.75	4	0	236.278
53228684	7	4.50	33.09	3	1	394.95
5323070	7	3.66	21.70	3	0	277.408
5325027	3	3.94	89.31	4	1	320.36
5325442	11	-1.67	112.62	5	0	499.58
5325861	3	3.75	45.23	3	1	319.38
5326109	4	3.46	41.46	2	1	252.317
53261875	5	4.35	48.13	2	2	401.95
53266017	7	3.61	44.53	4	1	410.95
53275289	5	3.63	44.81	4	1	427.633
53314606	10	3.09	64.43	5	0	419.58
5332925	3	3.55	46.17	2	1	295.78
5334691	3	2.95	54.35	3	1	294.14
53354183	4	4.62	12.96	4	0	440.583
53361964	6	4.61	18.95	4	0	411.61
53387943	7	4.70	39.68	4	0	434.628
5340235	2	0.84	43.14	2	0	310.191
5340689	4	4.33	47.04	4	1	291.354
53412549	7	4.21	23.55	2	0	380.576
53414289	4	4.89	32.51	3	0	383.495
5341854	1	3.85	49.81	2	1	234.36
5343495	3	1.67	64.35	3	2	266.300
53439323	6	5.38	63.05	4	1	451.574
5346171	4	3.78	57.78	2	2	317.79
5346656	2	4.46	58.37	4	1	334.19
53468140	9	4.53	24.30	3	0	403.01
5347822	2	1.74	64.35	3	2	258.321
5347912	2	5.29	50.19	3	1	386.289
5348052	3	2.45	55.40	3	1	281.30
53480808	5	4.41	36.36	3	1	380.92
5348278	4	2.24	98.54	5	1	308.31
5348529	1	3.41	52.90	3	1	291.51
5349569	1	2.02	95.22	5	0	249.20
5349755	1	2.68	32.67	2	0	241.07
53502308	7	3.54	39.85	3	1	382.52
5350326	4	4.42	23.55	3	0	363.28
5350543	2	4.59	51.05	4	1	413.065
5350843	2	1.92	35.91	3	0	249.70
5353558	2	3.63	46.17	2	1	279.33
53546886	4	3.88	20.64	3	0	377.532
53552190	7	3.00	29.95	4	1	359.558
5355404	3	4.55	89.31	4	1	354.81
5357830	2	2.72	32.67	2	0	255.10
5358125	1	2.87	22.00	1	0	223.275
53596464	8	4.15	45.23	3	1	379.548
5359725	1	2.04	37.38	2	0	227.263
5359872	5	2.70	21.70	3	0	249.354
5360045	6	3.60	32.70	3	1	327.89
5360565	8	3.46	32.70	3	1	315.88
5360708	6	3.73	21.70	3	0	277.408
53608351	7	2.94	67.96	5	1	408.498
5361579	6	2.60	35.94	4	1	379.37
53615810	11	4.77	44.73	4	2	410.58
5361759	0	2.38	51.26	1	1	269.348
53624026	6	2.66	60.37	6	0	328.416
5362637	7	3.74	21.70	3	0	291.435
5362711	5	2.70	21.70	3	0	249.354
5363810	7	3.14	41.49	3	2	301.86
5364120	6	3.70	105.66	8	0	433.25
5365034	5	3.35	12.47	2	0	253.77
5365072	6	3.22	21.70	3	0	263.381
5365101	5	2.28	21.70	3	0	255.74
5365297	1	2.91	50.27	3	0	280.30
5366381	2	3.05	35.83	3	1	218.300
5366410	6	3.81	12.47	2	0	269.388
53680753	6	4.74	45.48	2	1	386.495
53684691	3	4.11	28.48	2	0	387.527
53704063	2	3.45	37.61	2	0	357.86
53727896	9	4.89	23.55	3	0	432.531
5373030	2	2.05	74.16	4	2	253.305
5373505	1	3.49	26.30	1	0	240.233
5375237	3	4.83	75.73	4	1	329.11
5375330	4	4.67	62.05	4	2	297.233
5375405	2	4.45	52.82	3	2	282.12
5375462	3	4.16	41.82	3	1	306.159
5375470	3	4.59	41.82	3	1	296.15
53761098	8	5.53	58.53	3	2	419.532
53762751	5	3.75	51.39	4	0	301.390
5376543	2	4.32	40.54	2	1	313.39
5376824	2	5.12	41.46	2	1	349.23
5377410	3	3.45	70.92	4	2	326.37
5377473	3	1.05	72.91	4	0	299.282
5377525	2	2.75	65.61	2	1	235.246
53778698	10	4.87	67.45	4	1	451.542
5378138	1	1.05	46.61	3	0	241.246
5378142	1	1.99	46.17	2	1	223.22
5378191	2	4.01	60.77	3	2	329.39
5378298	1	1.82	46.61	3	0	320.142
5378337	2	4.30	52.47	2	1	279.73
5379991	5	5.29	66.74	5	2	392.27
53811810	9	3.96	41.93	4	1	383.532
53820389	8	4.13	61.72	6	1	446.595
53934295	6	4.20	58.22	4	1	391.515
53959886	4	3.72	49.58	3	0	417.553
54018324	4	3.92	24.30	3	0	338.499
54024655	6	4.16	47.36	4	0	403.526
5403341	5	6.12	47.62	3	0	433.305
54044684	5	3.68	42.50	3	2	375.94
54061902	5	3.40	60.62	5	0	329.37
54061936	4	3.10	56.59	5	0	377.444
54087427	4	4.54	24.30	3	0	364.468
54100057	8	4.52	86.28	5	0	417.469
54131553	10	3.93	68.23	5	1	413.514
5415567	4	4.78	6.48	2	0	292.426
5416206	3	4.45	6.48	2	0	302.369
54162149	3	5.21	32.26	4	0	348.494
54190612	8	4.77	15.71	3	0	366.549
54192488	4	3.30	66.57	3	1	390.362
5421296	6	2.40	32.70	3	1	263.381
54214700	7	4.40	32.70	3	1	369.480
5422732	6	2.79	6.48	2	0	232.371
5424494	6	3.50	6.48	2	0	275.22
54245052	9	5.02	28.60	4	0	435.63
54264061	7	3.41	9.72	3	0	375.62
5428782	6	3.31	23.47	2	1	262.17
5430292	5	3.34	12.47	2	0	231.339
54305858	7	3.99	47.09	3	0	418.464
54311598	9	4.59	70.25	4	2	446.595
5431430	2	1.84	12.47	2	0	195.237
5431935	3	2.59	15.71	3	0	270.376
54370247	6	5.11	30.29	3	0	393.506
54378684	4	2.62	76.35	3	1	415.493
54397850	8	4.16	26.71	3	1	352.522
54429940	5	2.94	58.29	5	0	403.409
54467822	7	4.37	19.37	3	0	391.534
54487377	9	3.42	45.17	5	1	422.569
54519890	6	3.73	6.48	2	0	350.54
54535471	7	5.04	19.37	3	0	413.557
5453817	6	4.78	15.27	2	1	363.33
5454399	4	4.60	23.55	3	0	342.527
54558485	8	4.27	55.84	3	0	395.499
54561964	7	4.87	39.08	3	1	375.395
5461960	5	4.07	41.49	3	2	283.371
5462799	6	3.93	15.27	2	1	315.28
54628795	10	3.87	38.77	3	0	365.53
54635540	7	2.91	81.35	5	0	420.49
5463682	4	3.73	15.27	2	1	324.512
5463750	4	4.55	6.48	2	0	336.523
54643660	9	4.04	42.01	4	0	445.00
54659418	8	1.90	79.90	4	2	437.540
5466348	4	3.40	46.53	2	1	228.247
5466921	5	2.64	81.43	4	1	322.320
54672678	5	3.30	50.80	4	1	394.515
54677584	5	2.89	69.89	4	0	446.551
5467835	4	0.68	20.95	1	0	404.307
5468316	2	4.96	43.10	2	0	329.37
54689223	6	4.90	49.25	4	1	405.517
5470415	4	3.29	54.35	3	1	281.359
5471527	10	4.48	129.26	8	2	576.62
5472361	4	3.44	87.76	5	2	257.249
5472505	16	2.72	32.60	1	0	368.01
54752342	5	3.41	58.12	4	1	432.543
5475353	0	4.30	43.10	2	0	379.007
5475440	2	4.29	35.83	3	1	294.398
5476226	2	4.09	30.71	2	1	267.35
5476471	15	4.24	8.81	0	0	437.510
5476484	2	2.84	44.24	4	0	259.09
5476487	6	1.35	50.05	2	1	487.397
5476581	0	3.88	63.33	3	1	316.110
5477012	10	6.47	58.56	3	2	403.607
5477594	2	3.52	43.37	3	0	264.280
54809379	6	4.86	55.63	4	1	401.489
54812275	8	4.29	47.73	4	0	394.515
54818197	5	3.55	64.80	5	0	410.49
54848184	7	4.37	32.70	3	1	393.450
5485189	4	4.97	61.27	3	2	357.86
54855264	7	4.24	6.48	2	0	318.480
5486196	3	2.91	57.69	3	0	326.37
54872026	7	4.31	40.71	2	2	323.46
5488393	4	3.55	55.40	3	1	305.39
54896876	7	4.45	41.93	4	1	403.95
54913797	8	5.14	29.54	2	0	343.511
54914216	4	3.29	49.41	2	1	336.435
5492030	3	4.32	57.51	4	2	269.32
54921263	4	3.03	15.71	3	0	320.86
54931583	5	3.88	22.61	4	0	404.481
54962963	6	3.84	41.30	3	1	381.90
54963133	7	4.94	47.67	3	1	385.515
54977212	3	3.93	54.80	5	0	367.456
55013482	5	2.89	31.64	3	1	351.494
55068488	7	2.94	85.11	5	0	449.507
5509809	3	3.59	85.13	4	1	312.11
5510029	2	4.04	45.48	3	1	262.312
5511895	5	4.29	117.19	7	2	365.143
55154170	8	3.61	35.94	4	1	386.511
55174186	5	4.21	48.99	3	1	387.527
55198070	10	4.08	34.17	5	0	430.564
5521925	2	2.43	63.45	3	0	254.28
55226797	5	3.95	62.39	4	1	341.455
5523443	3	2.99	82.86	6	1	314.297
55258527	8	4.70	58.22	3	1	403.95
55270859	7	4.48	57.72	4	2	428.532
5528260	3	6.80	58.62	3	1	441.71
55284456	7	3.85	43.70	3	2	373.92
55286919	6	3.47	32.76	2	0	352.478
55293054	6	3.42	36.02	4	0	421.585
55305077	3	3.87	32.78	3	0	390.527
55341666	8	3.73	64.80	4	0	380.444
55345804	2	2.44	41.91	4	0	244.273
55350509	7	4.18	47.36	3	0	389.499
55361594	7	4.00	50.08	4	0	447.02
5536970	6	2.48	86.75	5	1	348.37
55372854	7	3.64	56.96	5	0	426.488
5537503	6	-1.72	66.40	4	2	243.69
5537928	3	3.41	50.17	4	1	254.31
55395804	6	4.70	23.47	2	1	343.90
5541969	8	4.33	21.26	2	1	263.425
55425217	5	4.41	33.20	3	0	356.469
5542815	3	4.68	45.78	4	0	279.347
5543308	3	0.75	83.71	4	1	335.79
55440245	7	4.82	61.20	5	1	412.493
55448211	8	3.65	51.73	4	2	407.558
55469536	9	4.91	59.00	4	1	451.486
5547630	3	4.38	48.80	4	0	390.87
5547669	8	3.95	21.26	2	1	255.79
5548231	4	2.67	41.82	3	1	205.257
55510880	6	5.28	33.95	3	0	386.474
55540880	6	2.72	72.18	4	1	431.44
55545365	5	4.73	18.95	4	0	417.95
5555369	2	5.19	24.92	2	1	248.329
5555651	3	2.37	70.97	4	2	223.29
55568627	8	3.18	58.73	4	1	370.424
5557875	3	2.81	74.58	4	2	354.59
5558903	5	2.88	21.70	3	0	290.18
55590923	4	3.74	56.15	3	1	383.399
55593352	5	3.71	63.86	6	0	410.449
55598076	9	3.97	59.39	4	1	448.611
55608240	6	4.09	55.20	3	0	429.564
5562467	8	1.92	30.18	1	0	460.07
5564508	3	0.75	83.71	4	1	335.79
5567722	4	3.91	45.98	4	1	245.257
5567867	2	1.88	39.07	2	0	227.263
55683306	6	4.41	63.86	6	0	450.56
5571001	4	4.23	21.26	2	1	350.300
5571641	3	4.33	63.83	4	2	280.306
55720724	3	3.38	38.50	3	0	320.82
55757481	8	4.62	32.51	3	0	427.58
55807205	7	4.95	56.15	3	1	399.494
55836648	5	4.23	38.50	3	0	362.473
5588023	4	4.63	49.41	3	1	356.42
55907151	5	4.06	34.47	3	0	362.473
55941055	7	5.19	42.74	3	1	406.89
55965022	7	4.48	24.94	4	0	406.570
5601626	2	0.89	66.84	4	1	305.71
5602340	3	2.86	38.69	3	1	302.414
5603579	7	4.33	37.19	2	2	344.458
5603967	1	2.38	46.61	3	0	348.196
5605076	4	2.16	49.41	4	1	298.386
56055639	4	2.47	58.29	5	0	381.455
56097061	5	3.60	53.94	5	1	345.88
5612286	2	0.89	55.84	4	0	271.272
5613271	4	2.92	13.11	1	0	518.01
5613429	2	3.21	82.00	4	2	374.194
56136360	5	4.51	55.63	4	1	379.53
5614394	3	1.36	83.71	4	1	370.23
5616993	3	1.77	66.84	4	1	373.71
56172721	9	4.18	41.93	4	1	391.459
56203899	7	4.30	32.78	3	0	407.00
5621638	1	1.93	46.61	3	0	289.72
5621856	3	2.86	63.30	4	2	296.35
56234948	6	4.33	32.78	3	0	396.506
56251874	6	3.28	49.85	3	0	412.453
56254969	6	5.05	40.71	2	2	323.415
56263040	4	4.01	15.71	3	0	336.479
56277209	7	1.58	72.28	5	1	405.502
56304487	9	4.28	24.94	4	0	400.538
56341122	9	3.11	75.80	4	1	386.47
56347312	3	4.07	38.50	3	0	334.419
56378301	4	3.36	39.85	3	1	378.516
5637833	3	4.78	58.56	4	2	385.463
56402495	7	4.05	71.03	4	2	450.510
56407026	8	5.52	39.08	3	1	397.522
5646888	3	5.12	59.50	3	1	367.408
5647375	4	3.00	58.64	2	1	310.353
5649020	5	2.43	48.53	2	0	283.331
56498110	5	4.77	41.74	4	0	391.515
56506888	6	4.64	49.74	3	1	375.451
56524975	6	4.08	38.13	3	0	373.500
56525135	8	4.29	75.29	4	1	397.519
56534633	5	2.06	39.26	5	0	400.567
56548150	7	4.38	58.64	4	1	448.58
56549155	5	4.84	50.80	4	1	432.495
56570762	6	4.43	28.18	5	0	429.99
5658258	2	5.19	72.70	3	2	433.103
5660085	2	4.26	46.17	2	1	340.24
5663675	4	3.17	85.08	4	2	337.43
56656872	4	4.20	50.27	3	0	384.479
56707361	5	4.08	26.79	3	0	387.543
5674920	5	2.68	52.30	4	0	330.75
56785959	6	2.95	92.17	5	1	443.511
5680313	3	2.32	47.56	3	1	269.300
56806326	6	4.50	41.74	4	0	445.607
56816199	6	4.11	53.76	2	0	436.596
56849202	7	2.80	48.47	4	1	380.536
5685586	6	5.38	23.55	2	0	459.03
56860771	8	4.53	33.09	3	1	384.475
56877252	6	4.94	41.57	3	1	404.554
5688108	2	4.06	20.31	1	0	281.330
5688149	4	4.79	32.34	2	1	417.35
56889267	6	3.93	54.46	4	1	401.510
5690819	1	3.73	38.91	2	1	245.12
5693504	5	2.59	56.79	4	1	299.326
56968154	5	2.80	76.73	5	1	351.43
56969255	5	4.96	38.13	3	0	393.92
56973267	5	5.08	46.09	4	0	391.53
56986929	9	3.42	59.00	4	1	383.488
56992273	6	5.70	40.71	2	2	337.442
5701225	3	3.59	23.55	2	0	314.81
57054246	4	1.94	36.02	4	0	397.563
5705601	6	-0.21	13.11	1	0	405.54
5705698	5	6.25	43.38	3	1	425.31
57066510	9	4.49	24.94	4	0	426.576
57084445	4	3.95	45.98	4	1	409.485
57089560	7	4.15	50.16	3	1	402.542
57186913	4	4.00	47.67	3	1	383.92
5720014	1	4.32	25.78	2	0	256.308
57209784	8	3.74	54.56	3	1	372.509
5721643	3	3.56	61.69	3	2	296.34
57236185	5	3.84	58.73	4	1	418.537
5725195	2	3.62	29.10	1	1	289.29
5728422	0	3.20	32.34	2	1	280.38
57321155	6	4.99	29.27	2	0	338.426
5732168	4	3.59	93.08	5	2	248.242
57354301	7	4.12	49.64	3	1	424.548
5739883	3	3.81	57.12	4	0	362.179
5740590	5	5.02	75.27	3	2	392.84
57408866	9	3.20	75.80	4	1	380.444
57458884	5	3.92	29.54	3	0	289.419
57474321	8	4.26	35.94	4	1	392.543
57488790	8	3.87	53.76	5	1	434.584
57519155	8	3.45	39.18	5	1	441.591
57524058	7	4.72	47.73	4	0	420.553
57538477	8	2.72	44.81	4	1	373.541
57604620	8	3.53	56.96	5	0	422.525
57623242	6	4.63	41.37	3	0	446.570
57625128	9	3.70	35.58	3	1	393.575
57661500	5	2.56	67.52	6	0	379.464
57692972	4	4.27	46.34	2	0	360.457
57693061	6	4.16	46.09	4	0	395.44
5769615	4	3.80	47.04	4	1	283.35
57700436	4	3.55	45.40	4	0	396.92
57714212	5	3.88	59.23	4	0	367.47
5774800	2	5.83	29.02	3	0	303.409
57778169	5	4.24	61.02	3	2	424.548
57782562	5	3.20	63.86	6	0	408.502
57783813	6	3.90	46.61	4	0	385.89
57786796	6	4.14	45.67	5	0	439.50
57794384	4	4.40	49.58	3	0	423.58
57794432	9	4.46	28.60	4	0	407.602
5780465	4	2.26	56.79	4	1	299.326
5783013	2	4.30	6.48	2	0	316.533
5783034	2	3.76	6.48	2	0	314.517
57833416	4	4.23	45.40	4	0	380.51
57839691	8	2.83	82.18	4	1	394.475
5784176	4	3.38	83.03	4	2	349.438
5784225	4	3.67	83.03	4	2	341.374
57858097	7	6.05	49.94	3	2	375.395
57866847	6	4.57	69.39	3	3	357.461
5787631	4	3.91	18.84	3	0	358.283
57901046	9	4.29	59.00	4	1	417.93
5792711	4	3.74	18.84	3	0	313.83
57950265	4	4.67	9.72	3	0	359.533
5798910	4	2.75	77.82	3	1	264.67
57996935	9	4.90	71.42	4	2	434.547
5800379	3	3.33	69.11	2	2	246.33
5807826	4	2.62	89.31	4	1	304.32
5809863	2	0.10	122.76	5	1	265.181
5809955	4	2.53	118.85	6	1	373.34
5810424	3	4.39	58.64	3	1	388.44
5810521	4	4.23	67.87	4	1	418.47
5810987	1	0.65	61.68	4	0	263.301
